排序,標題,縣市,區域,類別,備註,推薦者,搜尋連結,詳細地址,原始地址,評價,評論數,消費金額,標記刪除,商店網址,緯度,經度,flag,分享連結,flag2
1071,青鳥數位通訊館,桃園市,桃園區,地點已不存在,支持青鳥行動,,https://maps.app.goo.gl/9kDjTVGgdVAgLNePA,復興路99號132櫃,330桃園市桃園區復興路99號132櫃,,,,x,,24.9906344,121.3138774,,https://maps.app.goo.gl/9kDjTVGgdVAgLNePA,
1072,溫家炸雞新竹店,新竹市,東區,炸物串與串炸餐廳,青鳥行動贊助店家,,https://maps.app.goo.gl/GuxNPVYQZD4PSmdBA,民族路33-8號,300新竹市東區民族路33-8號,4.2,71,$1-200,,,24.804606,120.9720934,,https://maps.app.goo.gl/GuxNPVYQZD4PSmdBA,
1073,對摺披薩 The Fold Pizza,嘉義市,東區,地點已不存在,,,https://maps.app.goo.gl/RhbkkqRJgosMPrbs6,安和街199號1樓,600嘉義市東區安和街199號1樓,,,,x,,24.150056,120.661965,,https://maps.app.goo.gl/RhbkkqRJgosMPrbs6,
1074,薑薑小姐(無零售花材、不對外開放),台中市,西區,花店,,,https://maps.app.goo.gl/QCb7sW2PUeQsAmhk6,五權一街162巷1弄3號,403台中市西區五權一街162巷1弄3號,4.9,77,,,,24.1395655,120.6578777,,https://maps.app.goo.gl/QCb7sW2PUeQsAmhk6,
1075,Sconeholic 司康中毒 Coffee House （平日不限時咖啡廳),台北市,大同區,咖啡店,,,https://maps.app.goo.gl/msYxvjU6wouvDfUJ6,太原路97巷8號,103台北市大同區太原路97巷8號,4.5,112,$200-400,,,25.052101,121.516113,,https://maps.app.goo.gl/msYxvjU6wouvDfUJ6,
1076,貓肥家貓咪旅館 / 板橋新埔,新北市,板橋區,寵物寄養服務,,,https://maps.app.goo.gl/peRasGMDUCJ4oiCu6,文化路二段45號,220新北市板橋區文化路二段45號,4.9,266,,,,25.0251452,121.4689623,,https://maps.app.goo.gl/peRasGMDUCJ4oiCu6,
1077,新星巷弄書屋 Newstar Lane Bookstore,桃園市,龜山區,書店,,,https://maps.app.goo.gl/KvKnZrEUyrvdBRhu5,龜山后街東華巷15號1樓,333桃園市龜山區龜山后街東華巷15號1樓,4.7,132,,,,24.9937266,121.3384842,,https://maps.app.goo.gl/KvKnZrEUyrvdBRhu5,
1078,黃家粽子,台南市,南區,熟食店,,,https://maps.app.goo.gl/BhNkXGvjuAn2L8yN6,安和路一段153號,709台南市安南區安和路一段153號,4.1,240,,,,23.0298696,120.2134045,,https://maps.app.goo.gl/BhNkXGvjuAn2L8yN6,
1079,,,,,,,,,,,,,,,,,,,
1080,Sapientia Cafe 夏比安咖啡（5/26公休）,花蓮縣,光復鄉,咖啡店,八炯名單(鏟子超人免費喝咖啡）,,https://maps.app.goo.gl/a53xzGpF46LDvMZ19,民治街15巷28號,· 民治街15巷28號,,,,,,23.6349438,121.4221437,,https://maps.app.goo.gl/a53xzGpF46LDvMZ19,
1081,Sapientia Guest House 夏比安民宿,花蓮縣,光復鄉,民宿,"店家支持罷免立法委員傅崑萁
https://www.facebook.com/share/p/164q1AQteH/",,https://maps.app.goo.gl/a49ST9ZUvPwZsETM8,民治街15巷28號,976花蓮縣光復鄉民治街15巷28號,4.8,386,,,,23.6349134,121.4221336,,https://maps.app.goo.gl/a49ST9ZUvPwZsETM8,
1082,後座熟食店,台南市,中西區,三明治店,,,https://maps.app.goo.gl/fypws5JTfmJFtwAMA,南寧街136巷8號,700台南市中西區南寧街136巷8號,4,306,,,,22.9855787,120.20076,,https://maps.app.goo.gl/fypws5JTfmJFtwAMA,
1083,高診所,台中市,北屯區,內科醫師,"店門口掛有「我繳稅不是養共匪」布條
https://news.ltn.com.tw/news/politics/breakingnews/5006901?fbclid=IwY2xjawJjReZleHRuA2FlbQIxMQABHpROuVqmRpkzFviVZRfgUSR9pid3UrxOOit0EcSnGmSiRlNb4UtY8EzwswPW_aem_RplxOC_cA8y85HVm6MSrYQ&prev=1",,https://maps.app.goo.gl/mmVesAhhG2YYLN5e8,北屯路281之2號,406台中市北屯區北屯路281之2號,4.6,106,,,,24.1671919,120.6953319,,https://maps.app.goo.gl/mmVesAhhG2YYLN5e8,
1084,茶之魔手 大雅雅潭店,台中市,大雅區,冰品飲料店,,,https://maps.app.goo.gl/oa3UAxzp7VPMCYL66,雅潭路四段40號,427台中市大雅區雅潭路四段40號,3.3,143,,,,24.2165247,120.66681,,https://maps.app.goo.gl/oa3UAxzp7VPMCYL66,
1085,澄諾動物醫院,台北市,松山區,動物醫院,,,https://maps.app.goo.gl/DVkEmvBEFeksk8rW8,富錦街461號,105台北市松山區富錦街461號,4.5,148,,,,25.0609974,121.5621088,,https://maps.app.goo.gl/DVkEmvBEFeksk8rW8,
1086,佑家親子診所,台中市,西屯區,小兒科診所,認同高端疫苗,,https://maps.app.goo.gl/mgj5o2sm4w4RrhbW6,青海路二段242-31號號1樓,407台中市西屯區青海路二段242-31號號1樓,4.5,129,,,,24.1716586,120.644017,,https://maps.app.goo.gl/mgj5o2sm4w4RrhbW6,
1087,莫比手機維修,基隆市,仁愛區,手機維修店,,,https://maps.app.goo.gl/osXbGmd3KUYi7G6a7,公園街319-10號,20041基隆市仁愛區公園街319-10號,,,,,,25.1297372,121.7379514,,https://maps.app.goo.gl/osXbGmd3KUYi7G6a7,
1088,依靠創意,台北市,中正區,公司辦公室,,,https://maps.app.goo.gl/XW23pWLoCNxmWqE88,許昌街42-1號7 樓 702 室,100台北市中正區許昌街42-1號7 樓 702 室,4.8,9,,,,25.0452204,121.515639,,https://maps.app.goo.gl/XW23pWLoCNxmWqE88,
1089,正義刺青justice ink,台北市,中正區,紋身店,,,https://maps.app.goo.gl/eA4SBzDFpfkpF7wT6,廈門街113巷21號,100台北市中正區廈門街113巷21號,4.9,100,,,,25.0234821,121.5197327,,https://maps.app.goo.gl/eA4SBzDFpfkpF7wT6,
1090,山茶花間 cafe & bistro,台北市,北投區,酒吧,,,https://maps.app.goo.gl/hh892PuYpAePBGSZ8,石牌路二段75巷4號號2樓,112台北市北投區石牌路二段75巷4號號2樓,4.8,169,,,,25.1168666,121.5159835,,https://maps.app.goo.gl/hh892PuYpAePBGSZ8,
1091,WE SHAiRE salon Rusty設計師,台北市,大安區,髮廊,,,https://maps.app.goo.gl/fdZqk8GhQm2bcuy99,忠孝東路四段67-5號6樓,106071台北市大安區忠孝東路四段67-5號6樓,,,,,,25.041017,121.541926,,https://maps.app.goo.gl/fdZqk8GhQm2bcuy99,
1092,阿牛仔牛肉湯,,,,,,"https://www.google.com/maps/search/%E9%98%BF%E7%89%9B%E4%BB%94%E7%89%9B%E8%82%89%E6%B9%AF+%E4%B8%AD%E8%8F%AF%E8%B7%AF170%E8%99%9F/@22.9716271,119.9297523,10z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDkyMy4wIKXMDSoASAFQAw%3D%3D",中華路170號,· 中華路170號,,,,,,23.1328847,120.2895638,,,x
1093,熊鶴麻糬村,台北市,大安區,甜品店,"店內有「台灣尚勇」春聯
https://www.threads.net/@sionghe.taiwan/post/DHD_kY4T4v-",,https://maps.app.goo.gl/h1pFEFZKLhch3rXr8,師大路126巷1-1號,106014台北市大安區師大路126巷1-1號,4.6,114,,,,25.0215308,121.5279623,,https://maps.app.goo.gl/h1pFEFZKLhch3rXr8,
1094,東大排骨飯,新竹縣,竹東鎮,中餐館,,,https://maps.app.goo.gl/AFiVf2rm8xWKCzJo9,東寧路二段340號,310新竹縣竹東鎮東寧路二段340號,3.4,445,,,,24.7365021,121.0886246,,https://maps.app.goo.gl/AFiVf2rm8xWKCzJo9,
1095,杏新聯合 骨立診所｜台南骨科、神經科、復健推薦,台南市,永康區,骨科診所,,,https://maps.app.goo.gl/75m5uFiftqJchSgy7,中山南路12-2號,710台南市永康區中山南路12-2號,4,280,,,,23.0117316,120.2269515,,https://maps.app.goo.gl/75m5uFiftqJchSgy7,
1096,貓門珈琲Niau-á Mn̂g Ka-Pi,台南市,中西區,咖啡店,,,https://maps.app.goo.gl/WhhtM4f7c4g3rWvF9,信義街46巷17號,700台南市中西區信義街46巷17號,4.4,798,,,,23.0005324,120.1960405,,https://maps.app.goo.gl/WhhtM4f7c4g3rWvF9,
1097,沐Moveforward 南洋小食 (歡迎外帶餐點，公休請看IG/FB公告）,台南市,安平區,泰國餐廳,,,https://maps.app.goo.gl/x5oFrKt7HoGW6Hez8,708,"4號, 延平街104巷安平區台南市708",4.9,814,,,,23.0009764,120.1628043,,https://maps.app.goo.gl/x5oFrKt7HoGW6Hez8,
1098,和煦,台南市,中西區,,,,https://maps.app.goo.gl/6PWQvJs6uJJPYgzY9,開山路127巷18號,70047台南市中西區開山路127巷18號,4.6,190,,,,22.9884147,120.2087721,,https://maps.app.goo.gl/6PWQvJs6uJJPYgzY9,
1099,維眾生活藥妝,台南市,北區,商店,有提供英語服務也是問路店,,https://maps.app.goo.gl/NdyM4cECjXpiaafU7,成功路132號,704台南市北區成功路132號,4.4,11,,,,22.9986127,120.2047906,,https://maps.app.goo.gl/NdyM4cECjXpiaafU7,
1100,豪味道古早味旗魚焿,台南市,中西區,熟食店,,,https://maps.app.goo.gl/JNLZfH16W8UytJw27,海安路一段61號,700台南市中西區海安路一段61號,4.4,189,,,,22.9891916,120.1948117,,https://maps.app.goo.gl/JNLZfH16W8UytJw27,
1101,蕪麦酒食,台南市,北區,居酒屋,,,https://maps.app.goo.gl/CxKAaQZfnG8Jimja8,長北街52號,704台南市北區長北街52號,4.5,179,,,,23.0009385,120.2041565,,https://maps.app.goo.gl/CxKAaQZfnG8Jimja8,
1102,BELONGINN,台南市,中西區,,,,https://maps.app.goo.gl/NsrVDP92QJakdtSo9,神農街80號,700台南市中西區神農街80號,4.4,377,,歇業,,22.9975303,120.196541,,https://maps.app.goo.gl/NsrVDP92QJakdtSo9,
1103,仁峰沙茶火鍋,台南市,中西區,火鍋餐廳,,,https://maps.app.goo.gl/gvxUQXdWRMGRiWYZ7,民權路三段83號,700台南市中西區民權路三段83號,4.8,567,,,,22.9967103,120.1975365,,https://maps.app.goo.gl/gvxUQXdWRMGRiWYZ7,
1104,聚珍臺灣 （GJ Taiwan Bookstore）,台南市,南區,書店,,,https://maps.app.goo.gl/fZh6rgJEByELbEEy6,西門路一段689巷28號,702台南市南區西門路一段689巷28號,4.7,232,,,,22.9871855,120.1964407,,https://maps.app.goo.gl/fZh6rgJEByELbEEy6,
1105,梓書房,台中市,西區,二手書店,罷免台中藍委友善店家,,https://maps.app.goo.gl/x7d8EbUsbHD4XpQ8A,福人街89號,403011台中市西區福人街89號,4.5,322,,,,24.1427629,120.6592598,,https://maps.app.goo.gl/x7d8EbUsbHD4XpQ8A,
1106,可倫洛夫烘焙坊,台中市,北屯區,麵包西餅店,,,https://maps.app.goo.gl/tuBfCG9hGsK8yK8M9,旅順路一段118號,406台中市北屯區旅順路一段118號,4.8,119,,,,24.1750061,120.6807491,,https://maps.app.goo.gl/tuBfCG9hGsK8yK8M9,
1107,一本書店 a Book a Place,台中市,東區,書店,"呼籲簽署罷免藍委連署
https://www.facebook.com/share/p/16BexpGGeL/",,https://maps.app.goo.gl/bSDZG9P8prEDLTZGA,自由路四段479號,401021台中市東區自由路四段479號,4.7,335,,,,24.1429006,120.7098004,,https://maps.app.goo.gl/bSDZG9P8prEDLTZGA,
1108,政大書城 台南店,台南市,中西區,書店,,,https://maps.app.goo.gl/jx97TdDaKHaZLZy86,西門路二段120號B1樓,700台南市中西區西門路二段120號B1樓,4.7,5,,,,22.9933495,120.1989593,,https://maps.app.goo.gl/jx97TdDaKHaZLZy86,
1109,賴記池上飯包,花蓮縣,吉安鄉,餐廳,,,https://maps.app.goo.gl/QwcA8D2PznL9dk3m7,建國路一段54號,973花蓮縣吉安鄉建國路一段54號,4.4,237,,,,23.9852725,121.594813,,https://maps.app.goo.gl/QwcA8D2PznL9dk3m7,
1110,木容MURON（無實體店名） 工作室｜市集｜茶席｜講師|活動邀約,花蓮縣,花蓮市,傳統茶館,,,https://maps.app.goo.gl/m1j8qA6SkUsoG19W7,光復街102號,970花蓮縣花蓮市光復街102號,4.9,264,,,,23.9789076,121.6060036,,https://maps.app.goo.gl/m1j8qA6SkUsoG19W7,
1111,歐咖波 OLD COUPLE COFFEE,花蓮縣,花蓮市,咖啡店,八炯名單,,https://maps.app.goo.gl/fuCdHszHFDK5Kbek9,林森路201巷2-1號,97052花蓮縣花蓮市林森路201巷2-1號,4.8,249,,,,23.9785031,121.6004773,,https://maps.app.goo.gl/fuCdHszHFDK5Kbek9,
1112,生命樹按摩工作室Tree Of Life Massage Studio(預約制Reservation),花蓮縣,花蓮市,按摩治療師,,,https://maps.app.goo.gl/EEuqGNXyJ5GNgfRQ9,博愛街139號1樓,970花蓮縣花蓮市博愛街139號1樓,5,252,,,,23.9754024,121.6078054,,https://maps.app.goo.gl/EEuqGNXyJ5GNgfRQ9,
1113,多餃舍-多餃工坊,台北市,萬華區,餃子店,,,https://maps.app.goo.gl/21mVgokkeJFJq1Vy5,三水街70之5號,108台北市萬華區三水街70之5號,4.3,81,,,,25.0361113,121.5020105,,https://maps.app.goo.gl/21mVgokkeJFJq1Vy5,
1114,飯糰店 Rice Ball Store,花蓮縣,花蓮市,早餐餐廳,"八炯名單，可參考他的影片（花蓮臺派店家清單，支持罷免傅崐萁）留言
https://youtu.be/KGtqO7YJbCI",,https://maps.app.goo.gl/2MYimrAdruHBUeq87,民國路與號三民街口,970花蓮縣花蓮市民國路與號三民街口,4.7,167,,,,23.9808312,121.6084418,,https://maps.app.goo.gl/2MYimrAdruHBUeq87,
1115,Stroll散步咖啡,花蓮縣,花蓮市,咖啡店,罷免立委傅崑萁連署書收件點 https://www.facebook.com/share/p/16vBLAfnUA/,,https://maps.app.goo.gl/VAii2isszCCyUDVN6,忠孝街70號,970花蓮縣花蓮市忠孝街70號,4.7,517,,,,23.9751829,121.6055944,,https://maps.app.goo.gl/VAii2isszCCyUDVN6,
1116,[中興新村] e92coffee 依舊愛咖啡,南投縣,南投市,咖啡店,,,https://maps.app.goo.gl/3on6C9idgYduyTQ6A,光明一路45號,54060南投縣南投市光明一路45號,4.8,656,,,,23.9422742,120.7001632,,https://maps.app.goo.gl/3on6C9idgYduyTQ6A,
1117,謎團製造所 | 疑案辦探員基地,台北市,大同區,書店,,,https://maps.app.goo.gl/MBEm7hWJJhBPxkTt7,民生西路300號8樓,103台北市大同區民生西路300號8F,5,5,,,,25.0568455,121.5123282,,https://maps.app.goo.gl/MBEm7hWJJhBPxkTt7,
1118,疑案辦,,,,,,https://maps.app.goo.gl/cqa2nKQGUCmBEvYp7,民生西路300號8樓,· 民生西路300號8F,,,,,,25.0568455,121.5123282,,https://maps.app.goo.gl/cqa2nKQGUCmBEvYp7,x
1119,阿郭涼麵,桃園市,桃園區,熟食店,,,https://maps.app.goo.gl/7hAwuc2h58mjpxmL6,中正路1210號,330桃園市桃園區中正路1210號,4.3,32,,,,25.018283,121.2976849,,https://maps.app.goo.gl/7hAwuc2h58mjpxmL6,
1120,8號可頌鬆餅（9/25、26、27、28休息。有任何問題私訊或Line 詢問，感謝。🙇🏻‍♀️）,台南市,永康區,班戟店,,,https://maps.app.goo.gl/gxQRjueyN3pDjsEu8,復華一街8號,710台南市永康區復華一街8號,4.9,57,,,,23.0055421,120.2458793,,https://maps.app.goo.gl/gxQRjueyN3pDjsEu8,
1121,想想食室,雲林縣,虎尾鎮,甜品店,,,https://maps.app.goo.gl/jUJEZBZQq5tkV83v5,自強街39號,632雲林縣虎尾鎮自強街39號,3.9,163,,,,23.7049658,120.4274539,,https://maps.app.goo.gl/jUJEZBZQq5tkV83v5,
1122,AT STUDIO 甜點在工作室（原My Coffee Cafe’）,台北市,中山區,甜品店,,,https://maps.app.goo.gl/wSDxE8YPJzEVPJuC8,遼寧街63巷19號2樓,10456台北市中山區遼寧街63巷19號2樓,4.6,62,,,,25.0492331,121.5429233,,https://maps.app.goo.gl/wSDxE8YPJzEVPJuC8,
1123,拾年刺青,台南市,中西區,紋身店,,,https://maps.app.goo.gl/aqrDQoXnFZH2wRSCA,西賢一街187巷90號,700台南市中西區西賢一街187巷90號,4.7,20,,,,23.0042441,120.176529,,https://maps.app.goo.gl/aqrDQoXnFZH2wRSCA,
1124,紅玥緬因貓藝廊 Red Moon,台北市,大同區,咖啡店,"創辦人支持大罷免😻
https://www.threads.com/@lyna_v.310/post/DMccfxcSY08?xmt=AQF0nEXym3AVgTQmqa4pd-5EXsrH_QiWgWIft1Oocnfs9w",,https://maps.app.goo.gl/XmnR5jP84zsAJ4P78,赤峰街71巷4號,103台北市大同區赤峰街71巷4號,4.9,5,,,,25.0565845,121.5198302,,https://maps.app.goo.gl/XmnR5jP84zsAJ4P78,
1125,武喵咖啡 Wu Meow cafe,台北市,大同區,咖啡店,提供罷團擺放罷免小物,,https://maps.app.goo.gl/UZjubJLLXsEaMbZL7,迪化街一段14巷38號,103台北市大同區迪化街一段14巷38號,4.8,61,,,,25.0541296,121.5093384,,https://maps.app.goo.gl/UZjubJLLXsEaMbZL7,
1126,EV café 窩咖啡,嘉義市,東區,咖啡店,"1. 貼台灣尚勇春聯
https://www.threads.net/@ishinann/post/DFCg-YLy5hd
2.我繳稅不是為了養共匪！！
https://www.threads.net/@karui666/post/DFHuVAYzkqm
3. 2025 參加台派寶寶串聯計畫同意罷免
https://www.threads.com/@bb._.bbin/post/DL2M0UYTm-C",,https://maps.app.goo.gl/rtrQHX87ZRCLRHKt6,朝陽街47號,600嘉義市東區朝陽街47號,4.9,19,,,,23.4758707,120.4604118,,https://maps.app.goo.gl/rtrQHX87ZRCLRHKt6,
1127,隨野家農場,台北市,北投區,農場,,,https://maps.app.goo.gl/ajYAUKMkaErF7b2E6,大業路517巷80號,112台北市北投區大業路517巷80號,4.9,11,,,,25.1330059,121.4926795,,https://maps.app.goo.gl/ajYAUKMkaErF7b2E6,
1128,隅生咖啡工作室 Katasumi Cafe |單品咖啡販售•濾掛禮盒•手沖咖啡•司康專賣|手作甜點不定時更新|追蹤IG獲得更多資訊，請查看商家檔案的最新異動,新北市,板橋區,咖啡店,,,https://maps.app.goo.gl/aLKLwz8B11JHuk6F6,中正路250巷40號1樓,220新北市板橋區中正路250巷40號1樓,4.8,71,,,,25.0194693,121.4571228,,https://maps.app.goo.gl/aLKLwz8B11JHuk6F6,
1129,華美社區剩食廚房,台中市,西區,非牟利組織,"懸掛支持罷免台派寶寶布條遭羅廷瑋查水表

https://www.threads.com/@huamei_life/post/DMcv8a0z9A8?xmt=AQF0r5Bd3X5yuLna1DGUmUNQEMqsae_gT59uYaeNNKDNiQ",,https://maps.app.goo.gl/Kd4weNwchwHLUdrV7,五權路2-82號,403台中市西區五權路2-82號,5,8,,,,24.140147,120.6659181,,https://maps.app.goo.gl/Kd4weNwchwHLUdrV7,
1130,知汐咖啡 Tidal cafe,台中市,西屯區,咖啡店,,,https://maps.app.goo.gl/kFP36xQynCGQYrT1A,寧夏東一街38號,407台中市西屯區寧夏東一街38號,4.8,162,,,,24.1687384,120.6619784,,https://maps.app.goo.gl/kFP36xQynCGQYrT1A,
1131,Lihaosanpo散步冰品（不定休請先來電）/ Lihao豊好鳳梨冰/冰淇淋/勤美向上市場,台中市,西區,雪糕店,"1. 台派，社群上常宣傳罷免資訊(2025)
2. 2025 參加台派寶寶串聯計畫同意罷免
https://www.threads.com/@bb._.bbin/post/DL2M0UYTm-C",,https://maps.app.goo.gl/uMN1EMAvqLEoLtZy8,向上北路256號,403台中市西區向上北路256號,4.8,144,,,,24.1479714,120.6584375,bb,https://maps.app.goo.gl/uMN1EMAvqLEoLtZy8,
1132,十九號二手屋,台南市,東區,二手服裝店,,,https://maps.app.goo.gl/EjzvQmHJAWojRgjo6,裕農路389巷3弄19號,701台南市東區裕農路389巷3弄19號,4.2,48,,,,22.9882273,120.230067,,https://maps.app.goo.gl/EjzvQmHJAWojRgjo6,
1133,原四海豆漿,桃園市,龍潭區,早餐餐廳,,,https://maps.app.goo.gl/BEwn1ABgqh8MotVr6,龍華路73號,325桃園市龍潭區龍華路73號,4,49,,,,24.8649487,121.2155408,,https://maps.app.goo.gl/BEwn1ABgqh8MotVr6,
1134,食粹精緻日式餐盒,台北市,內湖區,飯盒供應商,,,https://maps.app.goo.gl/MAQwX81z25ophoHM9,瑞光路76巷69號,114台北市內湖區瑞光路76巷69號,3.5,6,,,,25.0701606,121.5804064,,https://maps.app.goo.gl/MAQwX81z25ophoHM9,
1135,陽光廚坊,台北市,內湖區,餐廳,台派老闆 超挺各種活動,,https://maps.app.goo.gl/m2La3ts6UpPBrwAb8,環山路三段3號,114台北市內湖區環山路三段3號,4.2,416,,,,25.0839707,121.5783727,,https://maps.app.goo.gl/m2La3ts6UpPBrwAb8,
1136,詠白婚禮攝影工作室,台中市,霧峰區,婚禮服務,,,https://maps.app.goo.gl/S3bskw9jLDQnJSQu9,五福路440號,41355台中市霧峰區五福路440號,5,14,,,,24.0757295,120.6589882,,https://maps.app.goo.gl/S3bskw9jLDQnJSQu9,
1137,Awww Select Shop,台北市,大同區,服裝店,"店內擺放台派貼紙文宣
Instagram和Threads上都有表態！",,https://maps.app.goo.gl/7RhoGAUrLmqUGmmL6,赤峰街17巷17號1樓,103台北市大同區赤峰街17巷17號1樓,4.8,13,,,,25.0537296,121.5199869,,https://maps.app.goo.gl/7RhoGAUrLmqUGmmL6,
1138,Ferment Café｜手沖咖啡｜手作甜點｜可頌三明治｜下午茶,新北市,板橋區,咖啡店,,,https://maps.app.goo.gl/QkKUXSBjpaZTmqzN9,館前西路213巷7號1樓,220新北市板橋區館前西路213巷7號1樓,4.6,151,,,,25.0082013,121.4544973,,https://maps.app.goo.gl/QkKUXSBjpaZTmqzN9,
1139,木衛二 公館店,台北市,中正區,,,,https://maps.app.goo.gl/vFZFJckH6zRjPHfR6,羅斯福路四段78巷2弄2號,100台北市中正區羅斯福路四段78巷2弄2號,4.8,549,,,,25.013933,121.534498,,https://maps.app.goo.gl/vFZFJckH6zRjPHfR6,
1140,咻筆XUBI插畫工作室,台南市,南區,紀念品商店,咻筆有畫青鳥貼紙，也反對國會擴權,,https://maps.app.goo.gl/kV9YsqF6iKqFiuBx6,西門路一段689巷43號,702台南市南區西門路一段689巷43號,5,17,,,,22.9869548,120.1966702,,https://maps.app.goo.gl/kV9YsqF6iKqFiuBx6,
1141,家香味食堂,南投縣,南投市,餐廳,小英總統來過兩次的店，還特地外帶滷味回去。粉肝不要錯過。 3-29 已擺放黑熊學院宣材 青島東餵食隊,,https://maps.app.goo.gl/n2uzdggDvrBFtoPNA,向上路35號,540南投縣南投市向上路35號,4.3,618,,,,23.951977,120.6876102,,https://maps.app.goo.gl/n2uzdggDvrBFtoPNA,
1142,銘宗當歸鴨麵線,台中市,北區,中餐館,,,https://maps.app.goo.gl/73MmP62VfddvxUp29,永興街110之1號,404台中市北區永興街110之1號,4.2,399,,,,24.161433,120.682428,,https://maps.app.goo.gl/73MmP62VfddvxUp29,
1143,植作茶《台中金典店》— 無咖啡因飲品專賣/台中飲料/台中飲料外送/台中下午茶/台中手搖飲/台中健康飲料/無咖啡因,台中市,西區,冰品飲料店,臺灣是國不是島,,https://maps.app.goo.gl/1z2MwdCozwnRgbx9A,健行路1049號金典綠園道3F,403台中市西區健行路1049號金典綠園道3F-第六市場,,,,,,24.130236,120.666291,,https://maps.app.goo.gl/1z2MwdCozwnRgbx9A,
1144,植作茶 - 無咖啡因飲品專賣《台中民權店》,台中市,西區,冰品飲料店,臺灣是國不是島,,https://maps.app.goo.gl/ckCamouhDadvmwDB8,民權路51號,40341台中市西區民權路51號,4.3,162,,,,24.1367181,120.6811787,,https://maps.app.goo.gl/ckCamouhDadvmwDB8,
1145,植作茶《台中太平店》— 無咖啡因飲品專賣/台中飲料/台中飲料外送/台中健康餐/台中手搖飲/台中健康飲料/無咖啡因,台中市,太平區,冰品飲料店,臺灣是國不是島,,https://maps.app.goo.gl/jTRSN7zB2TPfzXfcA,樹孝路76-16號,411台中市太平區樹孝路76-16號,4.7,66,,,,24.1518479,120.7171976,,https://maps.app.goo.gl/jTRSN7zB2TPfzXfcA,
1146,植作茶《台中向上店》— 無咖啡因飲品專賣/台中飲料/台中飲料外送/台中健康餐/台中手搖飲/台中健康飲料/無咖啡因,台中市,西區,冰品飲料店,臺灣是國不是島,,https://maps.app.goo.gl/hZYQwJosA4Cd673n6,民權路51號,40341台中市西區民權路51號,,,,,,24.14909,120.661511,,https://maps.app.goo.gl/hZYQwJosA4Cd673n6,
1147,豐饒甜食店 需預訂、無內用，休假請見粉絲團,台北市,文山區,甜品店,協助文山退葆收連署書(BY店家本人/親屬),,https://maps.app.goo.gl/iQAQuZhdx6eFmAm36,興隆路一段106-1號號2樓,116台北市文山區興隆路一段106-1號號2F,4.5,61,,,,25.0027448,121.54121,,https://maps.app.goo.gl/iQAQuZhdx6eFmAm36,
1148,最初的地方,台南市,中西區,咖啡店,,,https://maps.app.goo.gl/JZeneKS91g35oFdRA,府前路一段122巷2號,700台南市中西區府前路一段122巷2號,4.8,390,,,,22.9891209,120.2081621,,https://maps.app.goo.gl/JZeneKS91g35oFdRA,
1149,山棲,台南市,中西區,甜品店,,,https://maps.app.goo.gl/FwU6pecviZWWQYPeA,國華街三段9巷6號,700台南市中西區國華街三段9巷6號,4.3,353,,,,22.9937449,120.1973562,,https://maps.app.goo.gl/FwU6pecviZWWQYPeA,
1150,隆咖啡Zone Coffee(店休日詳見臉書),台南市,中西區,咖啡店,,,https://maps.app.goo.gl/vkTSmQLSShsnk2UD8,府前路二段240號,700台南市中西區府前路二段240號,4.7,83,,,,22.9919272,120.1916508,,https://maps.app.goo.gl/vkTSmQLSShsnk2UD8,
1151,小鹿家 麵包店,台南市,南區,麵包西餅店,,,https://maps.app.goo.gl/JkwXAgpAV3aXzb9RA,海東七街49號,709台南市安南區海東七街49號,4.5,970,,,,23.0332773,120.1884132,,https://maps.app.goo.gl/JkwXAgpAV3aXzb9RA,
1152,清珍鴨肉焿（9/22（一）休息一天/）,台南市,中西區,熟食店,"百工百業挺罷免表態
https://www.threads.com/@qingzhenduck/post/DMYYX8FzMKG?xmt=AQF0nlCUHcppbH5Ta5vnbgEX_fYXBjF5W45-1JFNc5WZ6g
By SVP",,https://maps.app.goo.gl/MABdPEebSLKDM1LM6,金華路四段93號,700台南市中西區金華路四段93號,4.7,1,,,,22.9997241,120.195214,,https://maps.app.goo.gl/MABdPEebSLKDM1LM6,
1153,妳妳 Ni fu ni fa Café bar(不定休請見IG),台南市,中西區,餐廳,,,https://maps.app.goo.gl/74hgCJVWwes3GcuX8,民權路一段161號,700台南市中西區民權路一段161號,4.5,293,,,,22.9911009,120.2081473,,https://maps.app.goo.gl/74hgCJVWwes3GcuX8,
1154,Lefty's Cafe左撇子外帶咖啡吧,台南市,中西區,咖啡店,有我們都是台灣人斗方可以領,,https://maps.app.goo.gl/NUdkSPjfqy4hs6wK6,民族路三段289號後車庫,700台南市中西區民族路三段289號後車庫,4.6,171,,,,22.9998216,120.1922254,,https://maps.app.goo.gl/NUdkSPjfqy4hs6wK6,
1155,火星 Cafe Mars & Puppet Works,台南市,中西區,餐廳,有貼支持罷免海報,,https://maps.app.goo.gl/TSPt6LuPRdtiDAcy5,永和街69號,700台南市中西區永和街69號,4.7,415,,,,23.0010434,120.1907462,,https://maps.app.goo.gl/TSPt6LuPRdtiDAcy5,
1156,搞搞居 X smellscape,台南市,中西區,香薰療法用品店,,,https://maps.app.goo.gl/fDigtiHoNKEkTpgK8,開山路109巷6號,700台南市中西區開山路109巷6號,4.9,64,,,,22.9894233,120.2076241,,https://maps.app.goo.gl/fDigtiHoNKEkTpgK8,
